function/KAN type,epoch,lr,train loss,train accuracy,test loss,test accuracy,F1,run time,param num
fixed_sin,0,0.01,0.3529630031492283,0.8898833333333334,0.3797542162619199,0.886,0.8838681195023815,3.7792,79510
fixed_sin,1,0.01,0.29177606176100435,0.9110333333333334,0.31786478202861207,0.9075,0.9062306370018861,3.7023,79510
fixed_sin,2,0.01,0.2597698362143055,0.91875,0.3056507472447149,0.9038,0.9028383551778582,3.782,79510
fixed_sin,3,0.01,0.36514670444704067,0.8837666666666667,0.42120815628463293,0.8706,0.8690806739692626,3.67,79510
fixed_sin,4,0.01,0.22585718877820063,0.9283,0.2754464758809205,0.9159,0.9146723095743683,3.7475,79510
fixed_sin,5,0.01,0.2396856381265975,0.9243,0.2793321201435415,0.9152,0.9139821021753054,3.6214,79510
fixed_sin,6,0.01,0.31388709202472337,0.8998666666666667,0.3685521028437622,0.885,0.882985979279028,3.6513,79510
fixed_sin,7,0.01,0.2624270613553491,0.9163833333333333,0.3162538838590596,0.9019,0.9008337851967114,3.7197,79510
fixed_sin,8,0.01,0.292534392529618,0.9077666666666667,0.3404929571707917,0.896,0.8948123993626647,3.713,79510
fixed_sin,9,0.01,0.25353134107360964,0.92095,0.3206662559158103,0.9033,0.9022925532156938,3.545,79510
fixed_sin,0,0.02,0.706076297678673,0.7795833333333333,0.7229377815298214,0.7784,0.7763826991178395,3.7505,79510
fixed_sin,1,0.02,0.5023176857053853,0.8445666666666667,0.5352922684637604,0.8343,0.8324877906155981,3.8046,79510
fixed_sin,2,0.02,0.5847597096456902,0.81765,0.6056282506057411,0.8102,0.8084292547385588,3.6169,79510
fixed_sin,3,0.02,0.6363029251697221,0.81165,0.66790096926841,0.8055,0.8005908466907654,3.5995,79510
fixed_sin,4,0.02,0.5993351374131276,0.8189,0.632994852105903,0.8141,0.8111281738515098,3.5772,79510
fixed_sin,5,0.02,0.6423010332847455,0.8014833333333333,0.6710236080133232,0.7928,0.7888598029449106,3.7169,79510
fixed_sin,6,0.02,0.5446534358870501,0.8295,0.5802249247860757,0.8262,0.823512951078245,3.5987,79510
fixed_sin,7,0.02,0.6409590890222012,0.8004333333333333,0.6735486317022591,0.7884,0.7851240436117279,3.5859,79510
fixed_sin,8,0.02,0.7264970416135625,0.7702166666666667,0.775000632188882,0.7552,0.748890165276983,3.6233,79510
fixed_sin,9,0.02,0.5530871211179792,0.82685,0.5964886858394951,0.8161,0.8126953657047865,3.5798,79510
fixed_sin,0,0.03,1.0031130080665354,0.67865,1.0126314271407522,0.6755,0.6690269058232665,3.6086,79510
fixed_sin,1,0.03,1.0574978230668028,0.6651,1.0619615582144184,0.6669,0.6597198492261203,3.6106,79510
fixed_sin,2,0.03,0.8010708983582474,0.7550833333333333,0.82251208118952,0.7492,0.7433314976050627,3.5729,79510
fixed_sin,3,0.03,0.96195851885942,0.69125,0.9867883320826634,0.6855,0.6823594970102878,3.5635,79510
fixed_sin,4,0.03,0.9614536744127395,0.7051666666666667,0.9877883636268081,0.6994,0.6930054393065759,3.5716,79510
fixed_sin,5,0.03,0.8930530393682817,0.7175,0.9091109464502638,0.7106,0.7071766040235287,3.7693,79510
fixed_sin,6,0.03,0.8420671949317968,0.7394166666666667,0.8368461271569987,0.7303,0.7276171197599229,3.68,79510
fixed_sin,7,0.03,0.8968578472511092,0.72155,0.9106880551690508,0.7153,0.7080061671853375,3.556,79510
fixed_sin,8,0.03,0.8975877236010932,0.7202666666666667,0.9082826878994134,0.7154,0.7075539085827605,3.6869,79510
fixed_sin,9,0.03,0.9504342553203803,0.7080333333333333,0.9816023614376214,0.7023,0.6958908337811953,3.5176,79510
fixed_sin,0,0.04,0.9463214458051775,0.6958666666666666,0.9392748450397685,0.6919,0.6819541095966803,3.5564,79510
fixed_sin,1,0.04,1.3003790740138177,0.5976666666666667,1.3347535854691912,0.5878,0.5738105999665934,3.5955,79510
fixed_sin,2,0.04,1.4545904526959603,0.5482166666666667,1.46574010704733,0.5426,0.5382116475340799,3.514,79510
fixed_sin,3,0.04,1.1776912200933836,0.63465,1.1748786314277893,0.6334,0.6251379130044394,3.4755,79510
fixed_sin,4,0.04,1.5642982730860395,0.54255,1.5572873240063905,0.5446,0.5279954623718692,3.4589,79510
fixed_sin,5,0.04,1.2052257448625463,0.6219666666666667,1.2061693953101043,0.6229,0.6160040873746688,3.6008,79510
fixed_sin,6,0.04,1.1436774698910175,0.6406833333333334,1.1590699545896737,0.6404,0.6303495486259151,3.6349,79510
fixed_sin,7,0.04,1.6362806745429537,0.51805,1.662055164385753,0.5141,0.509554653124733,3.6403,79510
fixed_sin,8,0.04,1.6625720472223977,0.4913,1.6969716845044664,0.4822,0.4744701854579084,3.6839,79510
fixed_sin,9,0.04,1.4466929422385657,0.5514166666666667,1.4192983500517098,0.5511,0.5443450921661732,3.5287,79510
fixed_sin,0,0.05,1.7822858627671119,0.4172166666666667,1.74755967194867,0.426,0.4166429352677555,3.5493,79510
fixed_sin,1,0.05,1.8559921866795148,0.39676666666666666,1.8571056545160378,0.3977,0.38069639741741745,3.4965,79510
fixed_sin,2,0.05,1.8470824824721574,0.41018333333333334,1.8624837512423278,0.4057,0.3891712076307379,3.4668,79510
fixed_sin,3,0.05,1.7151512526499946,0.44283333333333336,1.6984448941649906,0.446,0.4360169425331609,3.5538,79510
fixed_sin,4,0.05,1.75374546577173,0.42791666666666667,1.7631236155321643,0.4267,0.40784072173074,3.4338,79510
fixed_sin,5,0.05,1.8531526389406687,0.4159,1.796571506056816,0.4233,0.400235726493068,3.634,79510
